source,target
Q4VW77,negative regulation of defense response
Q4VW77,regulation of response to external stimulus
Q4VW77,negative regulation of response to external stimulus
Q4VW77,regulation of type I interferon production
Q4VW77,negative regulation of type I interferon production
Q4VW77,regulation of interferon-beta production
Q4VW77,negative regulation of interferon-beta production
Q4VW77,host cell part
Q4VW77,host intracellular part
Q4VW77,host intracellular organelle
Q4VW77,host intracellular membrane-bounded organelle
Q4VW77,modulation of process of another organism
Q4VW77,suppression by virus of host type I interferon-mediated signaling pathway
Q4VW77,suppression by virus of host innate immune response
Q4VW77,host cell nucleus
Q4VW77,response to external biotic stimulus
Q4VW77,host intracellular region
Q4VW77,host cell
Q4VW77,modulation by symbiont of host process
Q4VW77,modulation by symbiont of host cellular process
Q4VW77,biological process involved in symbiotic interaction
Q4VW77,suppression of host defenses by symbiont
Q4VW77,biological process involved in interspecies interaction between organisms
Q4VW77,regulation of innate immune response
Q4VW77,negative regulation of innate immune response
Q4VW77,negative regulation of biological process
Q4VW77,negative regulation of cellular process
Q4VW77,regulation of response to stimulus
Q4VW77,negative regulation of response to stimulus
Q4VW77,regulation of immune response
Q4VW77,negative regulation of immune response
Q4VW77,regulation of biological process
Q4VW77,regulation of cellular process
Q4VW77,response to stimulus
Q4VW77,regulation of multicellular organismal process
Q4VW77,negative regulation of multicellular organismal process
Q4VW77,biological process involved in interaction with host
Q4VW77,response to other organism
Q4VW77,modulation by symbiont of host defense response
Q4VW77,modulation by symbiont of host innate immune response
Q4VW77,suppression by symbiont of host innate immune response
Q4VW77,response to defenses of other organism
Q4VW77,response to host defenses
Q4VW77,modulation by symbiont of host immune response
Q4VW77,suppression by symbiont of host immune response
Q4VW77,response to host immune response
Q4VW77,regulation of macromolecule metabolic process
Q4VW77,regulation of type I interferon-mediated signaling pathway
Q4VW77,negative regulation of type I interferon-mediated signaling pathway
Q4VW77,regulation of response to cytokine stimulus
Q4VW77,negative regulation of response to cytokine stimulus
Q4VW77,biological regulation
Q4VW77,response to host
Q4VW77,modulation by virus of host immune response
Q4VW77,regulation of response to stress
Q4VW77,cellular anatomical entity
Q4VW77,suppression by virus of host interferon-mediated signaling pathway
P52377,biological_process
P52377,viral process
P30021,molecular_function
P30021,binding
P30021,protein binding
P30021,cellular_component
P30021,host cellular component
P30021,host cell part
P30021,host intracellular part
P30021,host intracellular organelle
P30021,host intracellular membrane-bounded organelle
P30021,host cell nucleus
P30021,host intracellular region
P30021,host cell
P30021,host cell nuclear part
P30021,host cell nucleoplasm
P30021,cellular anatomical entity
P87662,molecular_function
P87662,binding
P87662,protein binding
P87662,cellular_component
P87662,biological_process
P87662,positive regulation of metabolic process
P87662,regulation of gene expression
P87662,positive regulation of macromolecule metabolic process
P87662,positive regulation of gene expression
P87662,host cellular component
P87662,regulation of metabolic process
P87662,host cell part
P87662,host intracellular part
P87662,host intracellular organelle
P87662,host intracellular membrane-bounded organelle
P87662,host cell nucleus
P87662,host intracellular region
P87662,host cell
P87662,positive regulation of biological process
P87662,regulation of biological process
P87662,regulation of macromolecule metabolic process
P87662,biological regulation
P87662,cellular anatomical entity
Q05906,molecular_function
Q05906,binding
Q05906,protein binding
Q05906,cellular_component
Q05906,host cellular component
Q05906,host cell part
Q05906,host intracellular part
Q05906,host intracellular organelle
Q05906,host intracellular membrane-bounded organelle
Q05906,host cell nucleus
Q05906,host intracellular region
Q05906,host cell
Q05906,cellular anatomical entity
Q8NK90,molecular_function
Q8NK90,catalytic activity
Q8NK90,"hydrolase activity, hydrolyzing O-glycosyl compounds"
Q8NK90,cellular_component
Q8NK90,extracellular region
Q8NK90,carbohydrate metabolic process
Q8NK90,monosaccharide metabolic process
Q8NK90,biological_process
Q8NK90,metabolic process
Q8NK90,hydrolase activity
Q8NK90,"hydrolase activity, acting on glycosyl bonds"
Q8NK90,pentose metabolic process
Q8NK90,arabinose metabolic process
Q8NK90,primary metabolic process
Q8NK90,small molecule metabolic process
Q8NK90,alpha-L-arabinofuranosidase activity
Q8NK90,organic substance metabolic process
Q8NK90,cellular anatomical entity
V9M398,molecular_function
V9M398,catalytic activity
V9M398,NAD+ nucleosidase activity
V9M398,cellular_component
V9M398,intracellular anatomical structure
V9M398,nucleus
V9M398,cytoplasm
V9M398,nucleobase-containing compound metabolic process
V9M398,purine nucleotide metabolic process
V9M398,purine nucleotide catabolic process
V9M398,cellular aromatic compound metabolic process
V9M398,nucleoside phosphate metabolic process
V9M398,phosphorus metabolic process
V9M398,phosphate-containing compound metabolic process
V9M398,nitrogen compound metabolic process
V9M398,response to stress
V9M398,defense response
V9M398,biological_process
V9M398,metabolic process
V9M398,catabolic process
V9M398,nucleotide metabolic process
V9M398,nucleotide catabolic process
V9M398,response to external stimulus
V9M398,response to biotic stimulus
V9M398,response to fungus
V9M398,cellular process
V9M398,regulation of cell death
V9M398,positive regulation of cell death
V9M398,hydrolase activity
V9M398,"hydrolase activity, acting on glycosyl bonds"
V9M398,"hydrolase activity, hydrolyzing N-glycosyl compounds"
V9M398,pyridine nucleotide metabolic process
V9M398,pyridine nucleotide catabolic process
V9M398,aromatic compound catabolic process
V9M398,organophosphate metabolic process
V9M398,NAD metabolic process
V9M398,NAD catabolic process
V9M398,cellular nitrogen compound metabolic process
V9M398,nucleobase-containing compound catabolic process
V9M398,regulation of programmed cell death
V9M398,positive regulation of programmed cell death
V9M398,response to external biotic stimulus
V9M398,organelle
V9M398,membrane-bounded organelle
V9M398,intracellular organelle
V9M398,intracellular membrane-bounded organelle
V9M398,cellular metabolic process
V9M398,primary metabolic process
V9M398,cellular catabolic process
V9M398,cellular nitrogen compound catabolic process
V9M398,small molecule metabolic process
V9M398,biological process involved in interspecies interaction between organisms
V9M398,organophosphate catabolic process
V9M398,heterocycle metabolic process
V9M398,nicotinamide nucleotide metabolic process
V9M398,heterocycle catabolic process
V9M398,positive regulation of biological process
V9M398,positive regulation of cellular process
V9M398,NAD(P)+ nucleosidase activity
V9M398,regulation of biological process
V9M398,regulation of cellular process
V9M398,defense response to fungus
V9M398,response to stimulus
V9M398,response to other organism
V9M398,nucleobase-containing small molecule metabolic process
V9M398,biological regulation
V9M398,organic substance metabolic process
V9M398,purine-containing compound metabolic process
V9M398,purine-containing compound catabolic process
V9M398,pyridine-containing compound metabolic process
V9M398,pyridine-containing compound catabolic process
V9M398,defense response to other organism
V9M398,cellular anatomical entity
V9M398,nucleoside phosphate catabolic process
V9M398,organic cyclic compound metabolic process
V9M398,organic cyclic compound catabolic process
V9M398,organonitrogen compound metabolic process
V9M398,organonitrogen compound catabolic process
V9M398,organic substance catabolic process
Q6QCN0,molecular_function
Q6QCN0,binding
Q6QCN0,protein binding
P09246,molecular_function
P09246,nucleic acid binding
P09246,DNA binding
P09246,binding
P09246,cellular_component
P09246,nucleobase-containing compound metabolic process
P09246,DNA metabolic process
P09246,cellular aromatic compound metabolic process
P09246,nitrogen compound metabolic process
P09246,biological_process
P09246,metabolic process
P09246,biosynthetic process
P09246,macromolecule biosynthetic process
P09246,cellular process
P09246,viral process
P09246,heterocycle biosynthetic process
P09246,host cellular component
P09246,viral life cycle
P09246,viral genome replication
P09246,aromatic compound biosynthetic process
P09246,host cell part
P09246,host intracellular part
P09246,host intracellular organelle
P09246,host intracellular membrane-bounded organelle
P09246,cellular nitrogen compound metabolic process
P09246,nucleobase-containing compound biosynthetic process
P09246,bidirectional double-stranded viral DNA replication
P09246,viral DNA genome replication
P09246,host cell nucleus
P09246,macromolecule metabolic process
P09246,host intracellular region
P09246,host cell
P09246,cellular metabolic process
P09246,primary metabolic process
P09246,cellular biosynthetic process
P09246,cellular macromolecule metabolic process
P09246,cellular nitrogen compound biosynthetic process
P09246,heterocycle metabolic process
P09246,organic substance metabolic process
P09246,DNA biosynthetic process
P09246,nucleic acid metabolic process
P09246,organic cyclic compound binding
P09246,cellular anatomical entity
P09246,organic cyclic compound metabolic process
P09246,organic cyclic compound biosynthetic process
P09246,heterocyclic compound binding
P09246,organic substance biosynthetic process
G3G926,molecular_function
G3G926,binding
G3G926,protein binding
G3G926,cellular_component
G3G926,transcription factor binding
G3G926,host cellular component
G3G926,host cell plasma membrane
G3G926,Tat protein binding
G3G926,host cell part
G3G926,host cell membrane
G3G926,identical protein binding
G3G926,protein self-association
G3G926,host cell
G3G926,RNA polymerase II-specific DNA-binding transcription factor binding
G3G926,cellular anatomical entity
G3G926,DNA-binding transcription factor binding
P82859,molecular_function
P82859,binding
P82859,protein binding
P82859,glucose binding
P82859,mannose binding
P82859,regulation of mitotic nuclear division
P82859,cell adhesion
P82859,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
P82859,regulation of mitotic cell cycle
P82859,biological_process
